"product_id","product_type","brand","weight","price","average_units_sold","year_added","stock_location"
906,"Bakery","TastyTreat",448.71,8.68,16,2017,"C"
907,"Dairy","TastyTreat",611.51,10.79,22,2015,"D"
908,"Snacks","TopBrand",422.09,9.72,16,2017,"B"
909,"Meat","TastyTreat",342.83,14.35,26,2015,"D"
910,"Meat","GoldTree",651.77,16.15,26,2015,"D"
911,"Snacks","StandardYums",372.16,5.87,23,2018,"B"
912,"Dairy","GoldTree",568.04,13.09,22,2019,"C"
913,"Produce","SmoothTaste",506.24,6,22,2016,"C"
914,"Snacks","StandardYums",479.42,5.79,22,2021,"C"
915,"Meat","SilverLake",588.66,16.31,27,2018,"B"
916,"Bakery","SilverLake",741.99,10.93,18,2017,"A"
917,"Meat","SilverLake",491.28,16.38,27,2022,"B"
918,"Bakery","TastyTreat",410.48,9.07,16,2016,"B"
919,"Produce","StandardYums",337.73,3.54,25,2019,"B"
920,"Produce","TopBrand",374.34,7.92,19,2020,"B"
921,"Produce","Unknown",294.34,4.15,26,2022,"A"
922,"Meat","TopBrand",378.93,15.96,24,2020,"A"
923,"Bakery","TopBrand",546.23,11.13,14,2017,"B"
924,"Dairy","StandardYums",559.07,9.18,26,2022,"B"
925,"Meat","StandardYums",407.44,12.14,30,2022,"D"
926,"Produce","TopBrand",492.04,8.47,19,2017,"A"
927,"Snacks","StandardYums",619.32,6.57,22,2022,"C"
928,"Produce","GoldTree",534.55,7.81,21,2015,"C"
929,"Produce","GoldTree",552.54,7.94,21,2021,"C"
930,"Produce","GoldTree",447.72,7.99,21,2019,"A"
931,"Dairy","StandardYums",589.18,8.83,26,2018,"C"
932,"Meat","TopBrand",427.62,15.98,23,2020,"B"
933,"Dairy","StandardYums",562.06,8.75,26,2022,"D"
934,"Produce","StandardYums",411.87,3.48,25,2017,"A"
935,"Meat","GoldTree",498.34,15.87,26,2022,"D"
936,"Bakery","StandardYums",513.75,6.7,21,2022,"C"
937,"Bakery","TastyTreat",450.55,10.43,17,2017,"B"
938,"Meat","SilverLake",511.24,15.67,27,2021,"B"
939,"Bakery","YumMie",490.53,7.13,16,2018,"B"
940,"Produce","StandardYums",415.66,4.41,25,2016,"C"
941,"Produce","GoldTree",454.66,7.95,21,2022,"C"
942,"Dairy","SilverLake",433.21,12.59,23,2022,"B"
943,"Produce","StandardYums",447.36,4,25,2016,"B"
944,"Meat","SmoothTaste",426.48,13.63,26,2020,"D"
945,"Bakery","SmoothTaste",470.75,9.45,17,2022,"B"
946,"Bakery","StandardYums",431.09,7.27,21,2022,"C"
947,"Dairy","TopBrand",563.26,12.79,20,2018,"A"
948,"Produce","TastyTreat",523.86,6.86,21,2021,"C"
949,"Produce","TastyTreat",697.46,5.57,21,2016,"C"
950,"Bakery","StandardYums",522.42,7.55,21,2021,"C"
951,"Bakery","TastyTreat",427.63,9.42,17,2021,"D"
952,"Produce","GoldTree",566.44,7.89,21,2015,"C"
953,"Produce","GoldTree",447.06,8.03,21,2019,"D"
954,"Produce","SilverLake",449.93,7.96,23,2017,"B"
955,"Bakery","TastyTreat",536.43,9.55,17,2018,"C"
956,"Dairy","Unknown",511.35,13.12,23,2021,"C"
957,"Snacks","TopBrand",506.9,10.16,16,2019,"C"
958,"Produce","GoldTree",487.38,8.17,21,2021,"D"
959,"Dairy","YumMie",421.22,8.92,22,2016,"D"
960,"Dairy","SmoothTaste",491.44,10.79,22,2022,"B"
961,"Snacks","SmoothTaste",314.51,9.03,18,2018,"A"
962,"Bakery","StandardYums",491.6,6.63,21,2017,"C"
963,"Dairy","SmoothTaste",500.29,11.19,22,2022,"C"
964,"Produce","GoldTree",423.43,7.87,21,2019,"B"
965,"Produce","GoldTree",501.74,7.88,21,2019,"B"
966,"Bakery","YumMie",376.36,6.98,16,2022,"A"
967,"Bakery","TastyTreat",505.82,8.69,16,2020,"A"
968,"Snacks","YumMie",559.11,5.86,17,2021,"B"
969,"Produce","TopBrand",378.71,8.43,19,2019,"C"
970,"Meat","TastyTreat",386.44,13.68,26,2022,"D"
971,"Bakery","StandardYums",433.73,7.51,21,2020,"A"
972,"Dairy","SmoothTaste",465.13,10.78,23,2018,"B"
973,"Meat","SilverLake",523.16,15.69,28,2018,"D"
974,"Produce","TopBrand",445.32,8.14,19,2022,"D"
975,"Bakery","TastyTreat",392.24,8.9,16,2017,"D"
976,"Produce","SmoothTaste",583.46,5.63,22,2019,"A"
977,"Bakery","TastyTreat",345.3,8.81,17,2016,"B"
978,"Bakery","YumMie",506.83,6.86,16,2020,"C"
979,"Meat","GoldTree",447.7,16.16,26,2021,"D"
980,"Bakery","TastyTreat",574.78,9.08,17,2020,"B"
981,"Bakery","TopBrand",528.68,10.72,15,2019,"A"
982,"Produce","GoldTree",644.73,8.12,21,2016,"C"
983,"Snacks","TopBrand",436.97,10,16,2016,"D"
984,"Meat","GoldTree",548.22,16.08,26,2016,"A"
985,"Produce","GoldTree",521.05,8.01,21,2017,"D"
986,"Meat","SmoothTaste",440.23,13.54,26,2018,"C"
987,"Meat","SmoothTaste",579.83,14.02,27,2021,"B"
988,"Meat","GoldTree",593.38,15.91,26,2022,"C"
989,"Meat","SilverLake",475.7,15.68,28,2016,"A"
990,"Bakery","TastyTreat",393.44,8.85,17,2021,"D"
991,"Meat","TastyTreat",531.89,14.91,26,2016,"A"
992,"Meat","TopBrand",481.92,15.67,24,2015,"A"
993,"Produce","SilverLake",512.21,8.08,22,2019,"B"
994,"Dairy","StandardYums",541.4,8.41,26,2022,"D"
995,"Produce","SilverLake",541.52,7.84,22,2020,"B"
996,"Meat","StandardYums",382.44,12,31,2018,"A"
997,"Produce","SilverLake",328.63,8.01,23,2016,"B"
998,"Produce","StandardYums",446.42,3.9,25,2019,"C"
999,"Produce","TastyTreat",582.24,6,22,2016,"C"
1000,"Dairy","TastyTreat",573.99,10.89,22,2022,"C"
1001,"Produce","SilverLake",462.59,8.03,23,2020,"D"
1002,"Produce","TastyTreat",466.54,5.64,21,2016,"D"
1003,"Dairy","StandardYums",478.87,8.89,27,2022,"C"
1004,"Produce","TopBrand",365.17,7.78,19,2015,"B"
1005,"Bakery","SmoothTaste",564.63,8.56,17,2015,"D"
1006,"Dairy","StandardYums",515.77,8.74,26,2022,"D"
1007,"Bakery","GoldTree",336.87,10.82,16,2017,"D"
1008,"Meat","SilverLake",566.87,16.48,27,2022,"B"
1009,"Bakery","GoldTree",637.73,10.97,16,2019,"B"
1010,"Bakery","SmoothTaste",490.94,8.8,18,2016,"D"
1011,"Bakery","SmoothTaste",380.33,8.94,17,2017,"D"
1012,"Meat","TastyTreat",596.41,14.61,26,2015,"D"
1013,"Dairy","TastyTreat",414.26,11.69,22,2019,"B"
1014,"Produce","GoldTree",558.77,8.17,21,2016,"C"
1015,"Produce","GoldTree",637.31,8.15,21,2022,"C"
1016,"Snacks","StandardYums",466.16,6.38,22,2017,"B"
1017,"Bakery","TopBrand",462.84,10.92,14,2019,"B"
1018,"Meat","GoldTree",576.32,15.85,26,2016,"D"
1019,"Produce","GoldTree",531.96,8.23,21,2017,"A"
1020,"Produce","SmoothTaste",497.25,6.21,22,2021,"B"
1021,"Meat","Unknown",478.28,15.79,27,2018,"C"
1022,"Bakery","StandardYums",427.12,6.51,21,2021,"A"
1023,"Produce","SilverLake",459.95,8.23,22,2020,"B"
1024,"Produce","GoldTree",455.04,8.07,21,2020,"A"
1025,"Bakery","SmoothTaste",569.89,9.58,17,2022,"C"
1026,"Produce","GoldTree",664.42,8.11,21,2021,"C"
1027,"Produce","SmoothTaste",397.99,7.09,22,2018,"C"
1028,"Produce","GoldTree",535.34,8.06,21,2016,"D"
1029,"Produce","TopBrand",673.01,7.71,19,2019,"A"
1030,"Dairy","SmoothTaste",408.76,11.38,23,2016,"A"
1031,"Bakery","SilverLake",478.66,10.81,19,2015,"B"
1032,"Bakery","TastyTreat",499.28,9.21,16,2016,"D"
1033,"Meat","TopBrand",672.44,16.11,24,2017,"C"
1034,"Meat","TastyTreat",531.52,13.96,26,2022,"C"
1035,"Produce","GoldTree",443.96,7.9,21,2015,"D"
1036,"Dairy","YumMie",559.75,9.04,22,2016,"D"
1037,"Bakery","SmoothTaste",276.67,8.97,17,2021,"D"
1038,"Produce","YumMie",431.92,3.96,21,2015,"A"
1039,"Produce","GoldTree",403.78,8.03,21,2015,"A"
1040,"Produce","SmoothTaste",423.67,5.95,21,2015,"B"
1041,"Bakery","SilverLake",524.11,11.17,18,2022,"B"
1042,"Meat","GoldTree",570.5,16.13,26,2015,"C"
1043,"Dairy","SilverLake",420.01,13.05,23,2022,"D"
1044,"Snacks","YumMie",306.9,5.78,18,2020,"A"
1045,"Bakery","TastyTreat",572.44,8.67,17,2020,"C"
1046,"Meat","SmoothTaste",470.06,14.05,26,2021,"C"
1047,"Produce","SmoothTaste",556.13,5.42,23,2017,"A"
1048,"Dairy","GoldTree",434.82,12.88,22,2021,"C"
1049,"Produce","TopBrand",387.1,7.86,19,2019,"D"
1050,"Dairy","TastyTreat",618.5,12.33,22,2021,"C"
1051,"Snacks","StandardYums",383.57,6.31,23,2018,"D"
1052,"Produce","GoldTree",787.85,8.26,21,2017,"A"
1053,"Produce","TopBrand",633.76,7.92,19,2019,"D"
1054,"Meat","GoldTree",711.14,16.11,25,2017,"B"
1055,"Dairy","SilverLake",637.35,13.51,24,2021,"D"
1057,"Produce","TastyTreat",554.01,6.26,22,2016,"D"
1058,"Dairy","TopBrand",584.61,13.42,20,2022,"B"
1059,"Meat","TastyTreat",601.72,13.92,26,2015,"C"
1060,"Produce","GoldTree",486.49,7.98,21,2018,"A"
1061,"Produce","TopBrand",558.09,7.83,19,2022,"C"
1062,"Produce","SmoothTaste",614.9,5.64,22,2015,"B"
1063,"Bakery","TastyTreat",548.81,9.23,17,2017,"A"
1064,"Snacks","GoldTree",542.87,10,18,2016,"B"
1065,"Bakery","StandardYums",415.66,8.19,21,2016,"D"
1066,"Meat","SmoothTaste",507.33,14.13,27,2020,"D"
1067,"Meat","TastyTreat",551.02,13.93,26,2019,"C"
1068,"Produce","TopBrand",597.56,8.07,20,2016,"B"
1069,"Produce","GoldTree",407.31,8.09,21,2016,"A"
1070,"Dairy","TopBrand",592.52,12.72,20,2015,"D"
1071,"Dairy","TastyTreat",467.66,10.84,24,2020,"C"
1072,"Meat","TopBrand",554.02,16.6,23,2019,"C"
1073,"Dairy","TastyTreat",587.48,10.99,23,2015,"D"
1074,"Bakery","TopBrand",481.37,10.87,15,2018,"C"
1075,"Snacks","YumMie",371.21,6.21,18,2017,"D"
1076,"Meat","SmoothTaste",643.74,13.88,27,2019,"B"
1077,"Produce","GoldTree",554.3,7.98,21,2020,"D"
1078,"Meat","Unknown",382.62,14.22,26,2022,"D"
1079,"Meat","TastyTreat",501.6,14.01,26,2021,"C"
1080,"Produce","GoldTree",523.4,7.92,21,2016,"B"
1081,"Meat","TastyTreat",528.55,13.64,26,2022,"D"
1082,"Dairy","TastyTreat",533.92,11.78,22,2018,"B"
1083,"Produce","GoldTree",603.41,8.02,21,2017,"D"
1084,"Produce","GoldTree",514.98,7.92,21,2021,"A"
1085,"Produce","GoldTree",449.56,7.95,21,2022,"B"
1086,"Produce","Unknown",395.76,8.17,21,2020,"A"
1087,"Dairy","GoldTree",359.78,12.78,22,2016,"B"
1088,"Meat","SilverLake",551.99,15.87,28,2020,"C"
1089,"Meat","GoldTree",612.55,15.96,25,2020,"C"
1090,"Meat","SilverLake",482.89,16.09,27,2015,"C"
1091,"Snacks","StandardYums",349.03,6.06,22,2015,"C"
1092,"Dairy","TopBrand",506.54,13.19,20,2018,"C"
1093,"Bakery","TopBrand",679.98,10.98,14,2020,"A"
1094,"Dairy","TopBrand",451.66,12.97,20,2017,"A"
1095,"Dairy","TastyTreat",639.81,10.52,22,2019,"C"
1096,"Dairy","StandardYums",406.57,8.6,26,2015,"C"
1097,"Meat","TopBrand",442.71,16.52,24,2015,"C"
1098,"Snacks","StandardYums",378.26,6.69,24,2017,"C"
1099,"Produce","GoldTree",519.08,7.98,21,2022,"A"
1100,"Bakery","GoldTree",502.97,11.1,16,2019,"B"
1101,"Bakery","StandardYums",534.99,7.15,21,2022,"A"
1102,"Produce","GoldTree",508.54,7.91,21,2016,"A"
1103,"Meat","GoldTree",522.92,15.94,25,2021,"C"
1104,"Meat","TastyTreat",444.84,13.39,25,2017,"C"
1105,"Produce","SmoothTaste",362.49,6.13,22,2021,"C"
1106,"Dairy","GoldTree",428.75,13.21,22,2022,"C"
1107,"Produce","GoldTree",364.02,7.94,21,2017,"C"
1108,"Bakery","GoldTree",533.35,10.99,16,2022,"A"
1109,"Dairy","TastyTreat",689.62,11.45,23,2018,"A"
1110,"Dairy","SmoothTaste",510.38,11.21,23,2016,"B"
1111,"Bakery","GoldTree",432.33,11,16,2017,"D"
1112,"Dairy","GoldTree",620.81,13.21,22,2019,"C"
1113,"Snacks","TastyTreat",435.95,7.64,18,2021,"B"
1114,"Dairy","SmoothTaste",473.73,10.64,23,2019,"B"
1115,"Produce","SilverLake",592.4,7.94,22,2022,"A"
1116,"Produce","GoldTree",639.51,8,21,2022,"C"
1117,"Snacks","YumMie",357.48,5.98,17,2015,"B"
1118,"Meat","TopBrand",510.2,16.06,23,2016,"C"
1119,"Bakery","GoldTree",623.74,10.94,16,2016,"B"
1120,"Produce","TopBrand",593.68,8.33,19,2016,"C"
1121,"Produce","GoldTree",510.99,7.92,21,2019,"C"
1122,"Meat","SilverLake",500.17,15.8,28,2018,"B"
1123,"Meat","TastyTreat",675.3,14.43,26,2020,"A"
1124,"Bakery","TopBrand",407.25,10.76,14,2017,"C"
1125,"Meat","SilverLake",616.95,15.99,27,2021,"C"
1126,"Produce","GoldTree",567.27,8.08,21,2022,"A"
1127,"Meat","SmoothTaste",454.78,13.72,27,2018,"C"
1128,"Meat","GoldTree",517.17,16.07,25,2018,"D"
1129,"Produce","GoldTree",459.99,8.3,21,2018,"D"
1130,"Dairy","TastyTreat",402.03,12.51,22,2018,"C"
1131,"Snacks","YumMie",306.59,6.11,18,2015,"B"
1132,"Dairy","SmoothTaste",495.77,12.36,23,2018,"A"
1133,"Dairy","SmoothTaste",569.95,11.16,23,2020,"D"
1134,"Meat","TastyTreat",554.57,14.11,26,2017,"C"
1135,"Snacks","YumMie",365.96,6.04,18,2021,"B"
1136,"Meat","SmoothTaste",437.19,14.26,27,2019,"C"
1137,"Meat","StandardYums",427.01,12.19,31,2016,"C"
1138,"Dairy","TopBrand",725,12.87,20,2021,"C"
1139,"Dairy","SmoothTaste",507.38,10.64,23,2019,"D"
1140,"Produce","TastyTreat",480.85,6.59,21,2018,"B"
1141,"Bakery","GoldTree",657.35,11.02,16,2019,"C"
1142,"Produce","TopBrand",758.54,8.13,19,2022,"B"
1143,"Dairy","TastyTreat",539.93,10.86,22,2015,"A"
1144,"Bakery","TastyTreat",477.39,8.5,17,2022,"B"
1145,"Bakery","StandardYums",639.94,6.99,21,2022,"C"
1146,"Produce","GoldTree",478.86,8.12,21,2022,"B"
1147,"Meat","TastyTreat",560.1,13.46,26,2022,"A"
1148,"Produce","GoldTree",566.24,8.02,21,2018,"C"
1149,"Meat","GoldTree",445.09,16.01,25,2016,"D"
1150,"Meat","SilverLake",491.21,16.15,27,2022,"B"
1151,"Meat","StandardYums",621.83,12.11,30,2022,"A"
1152,"Produce","GoldTree",555.08,7.98,21,2015,"B"
1153,"Bakery","YumMie",558.08,6.93,16,2020,"C"
1154,"Produce","GoldTree",571.58,8.05,21,2015,"A"
1155,"Produce","SmoothTaste",407.14,6.22,21,2022,"D"
1156,"Dairy","GoldTree",482.06,13.14,22,2017,"A"
1157,"Produce","TastyTreat",391.72,6.76,22,2015,"A"
1158,"Snacks","GoldTree",453.75,9.84,18,2017,"B"
1159,"Meat","SilverLake",535.78,16.34,28,2016,"A"
1160,"Dairy","GoldTree",442.82,13.13,22,2017,"C"
1161,"Produce","GoldTree",467.47,8,21,2017,"C"
1162,"Snacks","TastyTreat",547.84,8.14,18,2018,"B"
1163,"Meat","GoldTree",614.51,16.09,26,2021,"D"
1164,"Produce","SilverLake",495.7,7.8,22,2019,"C"
1165,"Dairy","GoldTree",534.98,13.16,22,2015,"B"
1166,"Dairy","TopBrand",432.66,13.25,20,2022,"D"
1167,"Meat","SmoothTaste",565.46,14.43,27,2022,"D"
1168,"Dairy","Unknown",367.67,9.11,26,2017,"C"
1169,"Dairy","TopBrand",552.55,13.08,20,2017,"D"
1170,"Produce","TopBrand",577.29,7.96,19,2019,"A"
1171,"Meat","TopBrand",449.05,15.89,24,2018,"D"
1172,"Bakery","GoldTree",638.45,10.81,16,2018,"B"
1173,"Meat","TastyTreat",333.41,14.28,26,2018,"A"
1174,"Meat","TopBrand",473.45,15.91,23,2020,"C"
1175,"Meat","StandardYums",587.63,12.3,30,2021,"C"
1176,"Produce","GoldTree",573.36,8.15,21,2015,"D"
1177,"Bakery","SmoothTaste",495.97,8.9,17,2015,"B"
1178,"Dairy","TastyTreat",544.87,10.81,23,2022,"A"
1179,"Dairy","SmoothTaste",607.05,11.39,23,2019,"D"
1180,"Produce","GoldTree",431.85,8.2,21,2020,"A"
1181,"Bakery","SmoothTaste",590.51,9.17,17,2020,"D"
1182,"Snacks","YumMie",420.06,6.5,17,2016,"D"
1183,"Snacks","YumMie",428.16,5.96,18,2016,"B"
1184,"Dairy","StandardYums",564.08,9.63,26,2021,"C"
1185,"Meat","SmoothTaste",576.01,13.59,26,2019,"C"
1186,"Meat","TopBrand",558.03,16.21,24,2020,"A"
1187,"Meat","GoldTree",570.27,16.06,26,2021,"B"
1188,"Bakery","StandardYums",438.91,6.89,21,2022,"C"
1189,"Produce","GoldTree",591.47,8.04,21,2022,"A"
1190,"Dairy","GoldTree",611.96,13.1,22,2021,"B"
1191,"Snacks","YumMie",419.07,6,18,2015,"C"
1192,"Bakery","TastyTreat",474.41,8.91,17,2019,"C"
1193,"Dairy","TastyTreat",381.9,11.31,22,2022,"D"
1194,"Produce","SilverLake",495.62,8.27,22,2022,"D"
1195,"Produce","SilverLake",440.54,8.2,23,2020,"D"
1196,"Produce","GoldTree",649.16,8.02,21,2019,"C"
1197,"Meat","SilverLake",412.47,16.09,28,2021,"A"
1198,"Meat","StandardYums",650.2,12,30,2019,"C"
1199,"Meat","SmoothTaste",559.82,14.44,27,2017,"C"
1200,"Dairy","YumMie",628.86,9.14,22,2016,"D"
1201,"Produce","SmoothTaste",529.43,5.97,22,2021,"A"
1202,"Snacks","StandardYums",500.58,5.92,22,2022,"D"
1203,"Meat","TastyTreat",682.34,14.24,25,2018,"B"
1204,"Produce","SmoothTaste",476.74,6.45,22,2016,"C"
1205,"Produce","SilverLake",647.02,8.21,22,2022,"D"
1206,"Produce","SilverLake",410.27,7.73,22,2022,"B"
1207,"Produce","GoldTree",680.48,7.78,21,2018,"C"
1208,"Produce","GoldTree",439.36,8.14,21,2021,"C"
1209,"Produce","GoldTree",614.54,8.19,21,2018,"B"
1210,"Bakery","TopBrand",485.2,11,14,2020,"B"
1211,"Snacks","GoldTree",483.33,10.08,18,2019,"A"
1212,"Meat","StandardYums",464.71,12.48,30,2017,"D"
1213,"Meat","SilverLake",571.69,16.09,28,2018,"C"
1214,"Produce","TopBrand",471.15,8.21,18,2015,"A"
1215,"Dairy","YumMie",629.98,9,22,2018,"C"
1216,"Bakery","StandardYums",452.83,6.6,21,2015,"B"
1217,"Meat","YumMie",574.78,12.03,26,2022,"D"
1218,"Produce","TastyTreat",643.69,5.71,22,2015,"A"
1219,"Meat","SilverLake",757.87,15.98,27,2017,"C"
1220,"Produce","TopBrand",315.43,7.66,19,2022,"A"
1221,"Meat","SilverLake",544.74,15.86,27,2016,"C"
1222,"Produce","StandardYums",479.41,4.18,25,2015,"A"
1223,"Dairy","GoldTree",458.17,13.17,22,2018,"C"
1224,"Dairy","SmoothTaste",490.6,10.57,23,2020,"A"
1225,"Produce","SilverLake",430.42,7.87,22,2019,"B"
1226,"Meat","SilverLake",372.83,15.99,27,2022,"B"
1227,"Bakery","StandardYums",305.35,6.61,21,2020,"A"
1228,"Bakery","StandardYums",551.25,7.46,21,2020,"C"
1229,"Bakery","SmoothTaste",668.51,9.35,17,2018,"C"
1230,"Produce","GoldTree",566.07,8.04,21,2019,"A"
1231,"Dairy","TopBrand",648.83,12.58,20,2022,"D"
1232,"Snacks","TastyTreat",489.59,7.61,18,2022,"D"
1233,"Bakery","YumMie",337.06,6.97,16,2022,"C"
1234,"Dairy","SilverLake",493.96,12.79,23,2019,"D"
1235,"Snacks","YumMie",594.68,6.18,18,2019,"C"
1236,"Snacks","YumMie",394.77,5.82,18,2017,"C"
1237,"Produce","SilverLake",402.12,7.97,22,2022,"B"
1238,"Meat","SmoothTaste",416.9,13.91,29,2022,"B"
1239,"Meat","TopBrand",642.68,16.33,23,2015,"A"
1240,"Produce","GoldTree",606.01,8.11,21,2019,"C"
1241,"Produce","TastyTreat",567.13,5.63,22,2018,"A"
1242,"Bakery","TastyTreat",577.83,9.13,17,2022,"D"
1243,"Dairy","GoldTree",402.56,13.15,22,2016,"C"
1244,"Meat","YumMie",605.4,11.86,25,2019,"B"
1245,"Meat","GoldTree",510.39,16.08,25,2016,"C"
1246,"Meat","SilverLake",561.65,15.87,27,2016,"A"
1247,"Dairy","GoldTree",513.6,12.84,22,2022,"B"
1248,"Meat","GoldTree",427.04,16.1,25,2018,"A"
1249,"Meat","GoldTree",562.02,16.05,25,2022,"B"
1250,"Meat","TastyTreat",627.3,14.31,26,2018,"D"
1251,"Bakery","StandardYums",631.58,6.61,22,2021,"A"
1252,"Dairy","SilverLake",579.7,13.37,24,2020,"D"
1253,"Produce","GoldTree",513.66,8.02,21,2018,"D"
1254,"Bakery","TastyTreat",577.52,9.1,16,2021,"B"
1255,"Meat","GoldTree",558.38,16.14,26,2021,"B"
1256,"Produce","SilverLake",592.71,8,23,2019,"B"
1257,"Meat","TopBrand",575.96,15.83,24,2020,"A"
1258,"Bakery","SilverLake",568.91,11.37,18,2020,"D"
1259,"Meat","GoldTree",607.47,15.98,25,2022,"A"
1260,"Snacks","YumMie",368.85,6,17,2018,"B"
1261,"Dairy","YumMie",670.01,8.92,22,2015,"D"
1262,"Bakery","SmoothTaste",600.36,8.69,18,2020,"A"
1263,"Bakery","YumMie",455.04,6.97,16,2019,"D"
1264,"Produce","SilverLake",325.96,8.26,23,2021,"C"
1265,"Meat","SmoothTaste",458.21,13.98,27,2019,"B"
1266,"Bakery","TastyTreat",492.86,8.74,17,2018,"C"
1267,"Produce","TopBrand",349.72,7.84,19,2018,"D"
1268,"Dairy","SmoothTaste",605.33,11.36,23,2020,"D"
1269,"Dairy","SilverLake",369.28,13.22,23,2020,"B"
1270,"Produce","YumMie",536.38,4.26,21,2015,"D"
1271,"Produce","GoldTree",612.07,8.05,21,2020,"C"
1272,"Dairy","TopBrand",287.09,12.85,20,2015,"D"
1273,"Snacks","TastyTreat",410.35,9.36,18,2020,"C"
1274,"Snacks","StandardYums",415.62,6.45,22,2020,"B"
1275,"Produce","StandardYums",387.8,3.47,28,2015,"C"
1276,"Bakery","SmoothTaste",584.9,9,17,2016,"A"
1277,"Meat","SmoothTaste",444.58,13.83,27,2019,"D"
1278,"Meat","TastyTreat",630.35,13.65,26,2019,"C"
1279,"Bakery","TopBrand",620.15,11.15,14,2018,"B"
1280,"Bakery","StandardYums",459.58,6.83,20,2020,"B"
1281,"Meat","YumMie",489.91,11.95,25,2016,"B"
1282,"Snacks","YumMie",596.41,6.06,18,2018,"D"
1283,"Produce","SilverLake",343.67,7.95,22,2019,"B"
1284,"Produce","SilverLake",455,8.24,23,2022,"D"
1285,"Meat","SmoothTaste",536.01,13.67,27,2015,"B"
1286,"Produce","TopBrand",564.77,7.89,19,2015,"C"
1287,"Snacks","YumMie",380.06,5.87,18,2015,"B"
1288,"Meat","GoldTree",450.43,15.97,26,2017,"D"
1289,"Bakery","YumMie",353.74,7.14,16,2016,"B"
1290,"Produce","GoldTree",485.37,8.05,21,2018,"A"
1291,"Meat","SmoothTaste",573.55,13.9,26,2015,"A"
1292,"Snacks","TastyTreat",541.54,7.97,18,2020,"C"
1293,"Produce","SilverLake",328.28,8.02,22,2022,"A"
1294,"Snacks","YumMie",524.45,6.11,18,2017,"B"
1295,"Produce","SmoothTaste",571,5.9,22,2019,"B"
1296,"Bakery","SmoothTaste",429.81,9.25,18,2016,"A"
1297,"Bakery","YumMie",578.58,7.01,16,2018,"A"
1298,"Produce","TopBrand",498.1,8.15,19,2022,"C"
1299,"Snacks","SmoothTaste",616.09,7.78,19,2021,"B"
1300,"Dairy","SilverLake",582.93,12.91,23,2017,"B"
1301,"Meat","TopBrand",582.02,15.88,24,2021,"D"
1302,"Bakery","StandardYums",405.89,6.57,21,2017,"B"
1303,"Produce","TastyTreat",340.68,6.13,21,2022,"C"
1304,"Meat","SilverLake",652.55,16.07,27,2018,"C"
1305,"Meat","TopBrand",710.98,15.86,23,2017,"A"
1306,"Produce","GoldTree",522.05,7.98,21,2020,"D"
1307,"Meat","Unknown",445.84,15.86,23,2019,"B"
1308,"Bakery","TopBrand",409.36,10.84,14,2016,"C"
1309,"Meat","SilverLake",654.4,15.72,27,2015,"B"
1310,"Meat","GoldTree",674.63,16.1,26,2016,"A"
1311,"Dairy","TopBrand",307.94,13.35,20,2019,"B"
1312,"Snacks","SmoothTaste",480.41,7.62,19,2021,"D"
1313,"Meat","SilverLake",500.81,15.86,27,2022,"D"
1314,"Produce","TopBrand",412.72,7.82,19,2021,"D"
1315,"Bakery","YumMie",444.44,6.85,16,2016,"A"
1316,"Meat","GoldTree",506.07,16.2,26,2015,"D"
1317,"Meat","SmoothTaste",585.17,14.08,26,2022,"D"
1318,"Meat","SilverLake",683,16.04,27,2021,"B"
1319,"Meat","TastyTreat",661.27,13.95,26,2020,"A"
1320,"Produce","GoldTree",503.56,7.78,21,2022,"A"
1321,"Produce","GoldTree",578.14,7.91,21,2022,"B"
1322,"Produce","SmoothTaste",603.29,5.46,22,2019,"C"
1323,"Dairy","GoldTree",719.73,12.97,22,2017,"D"
1324,"Dairy","YumMie",387.54,9.04,22,2015,"B"
1325,"Dairy","StandardYums",390.96,8.63,27,2016,"B"
1326,"Meat","SmoothTaste",401.47,14.42,26,2015,"B"
1327,"Meat","StandardYums",634.96,12.01,30,2020,"B"
1328,"Produce","SilverLake",439.16,8.53,23,2017,"C"
1329,"Snacks","StandardYums",397.08,5.65,22,2019,"D"
1330,"Bakery","YumMie",478.59,7.05,16,2017,"D"
1331,"Dairy","TopBrand",423.17,13.29,20,2016,"A"
1332,"Bakery","TastyTreat",452.42,8.92,16,2019,"A"
1333,"Dairy","GoldTree",729.4,13.05,22,2022,"B"
1334,"Produce","TopBrand",221.7,7.98,19,2016,"B"
1335,"Dairy","SilverLake",532.54,12.93,24,2016,"D"
1336,"Dairy","TopBrand",505.21,13.22,20,2020,"C"
1337,"Produce","GoldTree",596.11,7.96,21,2018,"C"
1338,"Meat","TastyTreat",389.71,14.7,27,2020,"C"
1339,"Dairy","GoldTree",402.71,13.19,22,2018,"D"
1340,"Produce","GoldTree",462.84,7.82,21,2019,"A"
1341,"Bakery","StandardYums",357.81,6.67,22,2022,"A"
1342,"Dairy","GoldTree",536.7,13.17,22,2019,"B"
1343,"Bakery","TastyTreat",712.92,9.27,17,2022,"C"
1344,"Bakery","SmoothTaste",615.94,9.04,18,2021,"B"
1345,"Produce","SilverLake",247,8.02,22,2018,"C"
1346,"Meat","GoldTree",364.56,15.83,26,2017,"A"
1347,"Bakery","SilverLake",510.32,10.93,18,2017,"B"
1348,"Bakery","GoldTree",642.98,11.03,16,2017,"B"
1349,"Produce","GoldTree",490.26,7.81,21,2016,"B"
